Index,Height(Inches),Weight(Pounds),Height(cm),Weight(kilos)
1358,68,129,174,58
1359,69,127,176,58
1360,66,129,167,58
1361,68,123,173,56
1362,68,122,173,55
1363,68,160,173,72
1364,68,122,172,55
1365,67,124,170,56
1366,69,131,174,59
1367,66,118,169,53
1368,71,147,179,67
1369,69,129,174,58
1370,67,116,171,52
1371,64,104,162,47
1372,67,122,171,56
1373,71,125,181,57
1374,68,100,173,46
1375,68,132,172,60
1376,71,135,180,61
1377,71,149,180,67
1378,69,151,176,69
1379,68,121,172,55
1380,66,133,169,60
1381,67,118,170,54
1382,67,120,171,55
1383,70,141,178,64
1384,74,129,188,59
1385,68,129,174,59
1386,69,149,175,67
1387,66,112,169,51
1388,69,130,174,59
1389,69,123,175,56
1390,64,99,163,45
1391,73,139,184,63
1392,70,132,177,60
1393,69,128,176,58
1394,67,137,171,62
1395,69,126,175,57
1396,66,111,167,50
1397,69,129,176,58
1398,67,123,170,56
1399,68,141,173,64
1400,67,127,169,58
1401,67,118,169,54
1402,67,115,169,52
1403,66,137,168,62
1404,68,127,173,57
1405,67,129,171,59
1406,68,142,174,64
1407,69,137,174,62
1408,67,122,170,55
1409,69,147,176,67
1410,70,143,178,65
1411,68,140,174,64
1412,68,110,173,50
1413,67,135,171,61
1414,66,128,167,58
1415,67,109,171,49
1416,71,138,180,63
1417,73,151,185,69
1418,65,130,165,59
1419,69,113,174,51
1420,69,129,175,59
1421,67,133,171,60
1422,67,125,169,57
1423,66,121,167,55
1424,71,138,180,63
1425,65,126,165,57
1426,71,135,179,61
1427,68,107,173,49
1428,71,144,180,65
1429,66,101,169,46
1430,72,130,183,59
1431,70,141,178,64
1432,71,144,179,65
1433,65,90,165,41
1434,70,130,177,59
1435,65,124,166,56
1436,69,154,176,70
1437,72,137,182,62
1438,69,142,174,64
1439,67,127,171,58
1440,68,132,173,60
1441,71,121,180,55
1442,69,120,175,54
1443,70,128,178,58
1444,69,134,175,61
1445,64,109,164,49
1446,64,125,162,57
1447,68,123,174,56
1448,69,130,176,59
1449,73,155,186,70
1450,69,152,176,69
1451,71,136,180,62
1452,68,127,172,58
1453,71,138,180,63
1454,68,124,172,56
1455,71,155,181,70
1456,72,134,183,61
1457,66,117,167,53
1458,66,128,167,58
1459,68,118,174,54
1460,71,128,179,58
1461,66,130,169,59
1462,67,131,169,60
1463,68,128,173,58
1464,70,123,177,56
1465,68,144,173,65
1466,68,107,172,48
1467,67,125,171,57
1468,66,114,168,52
1469,66,105,168,48
1470,70,125,179,57
1471,67,120,170,54
1472,69,135,175,61
1473,64,112,164,51
1474,70,127,179,57
1475,68,127,174,57
1476,68,139,173,63
1477,70,143,177,65
1478,68,125,172,57
1479,69,119,175,54
1480,69,130,175,59
1481,71,141,181,64
1482,65,125,165,57
1483,64,118,164,53
1484,68,128,172,58
1485,65,126,166,57
1486,69,140,174,63
1487,70,133,177,60
1488,65,130,164,59
1489,71,139,181,63
1490,66,122,167,55
1491,66,123,168,56
1492,67,117,170,53
1493,68,136,174,62
1494,69,124,174,56
1495,66,103,168,47
1496,67,119,170,54
1497,65,104,165,47
1498,67,129,169,59
1499,68,138,173,63
1500,70,139,177,63
1501,72,130,182,59
1502,65,124,165,56
1503,67,128,170,58
1504,68,125,172,57
1505,69,121,176,55
1506,70,128,177,58
1507,67,121,171,55
1508,68,129,173,59
1509,69,127,174,58
1510,68,113,171,51
1511,69,133,175,60
1512,65,111,166,50
1513,68,139,174,63
1514,69,129,175,58
1515,65,133,166,60
1516,67,125,170,57
1517,65,96,166,43
1518,71,153,179,69
1519,71,121,180,55
1520,67,127,170,58
1521,66,120,168,55
1522,67,127,171,58
1523,67,111,171,50
1524,71,154,180,70
1525,64,111,162,50
1526,67,121,170,55
1527,66,124,167,56
1528,67,116,170,53
1529,68,135,173,61
1530,67,114,169,52
1531,66,113,169,51
1532,67,128,169,58
1533,69,125,174,57
1534,66,115,168,52
1535,67,139,170,63
1536,70,133,179,60
1537,65,131,166,59
1538,67,114,171,52
1539,70,138,179,62
1540,68,115,173,52
1541,70,139,179,63
1542,68,125,174,57
1543,68,130,172,59
1544,70,142,177,64
1545,70,125,177,57
1546,68,119,173,54
1547,66,107,167,49
1548,67,125,170,57
1549,64,116,161,53
1550,72,129,182,58
1551,70,129,178,59
1552,71,146,181,66
1553,72,124,182,56
1554,65,125,166,57
1555,65,123,166,56
1556,65,120,166,55
1557,67,129,171,58
1558,67,112,171,51
1559,65,118,165,53
1560,65,109,164,50
1561,70,133,177,60
1562,68,124,172,56
1563,69,137,176,62
1564,71,143,181,65
1565,66,117,167,53
1566,66,131,168,59
1567,67,137,169,62
1568,68,129,171,58
1569,68,115,172,52
1570,69,138,174,63
1571,66,123,168,56
1572,68,122,172,55
1573,68,149,173,68
1574,68,137,174,62
1575,66,139,168,63
1576,70,119,178,54
1577,65,117,166,53
1578,66,132,169,60
1579,68,130,172,59
1580,70,131,179,60
1581,68,125,173,57
1582,70,132,178,60
1583,68,121,172,55
1584,69,122,175,55
1585,68,148,174,67
1586,69,131,176,59
1587,68,140,173,63
1588,68,127,172,57
1589,67,117,170,53
1590,69,132,174,60
1591,67,131,171,59
1592,69,133,174,60
1593,66,124,167,56
1594,71,130,180,59
1595,68,131,173,60
1596,70,121,177,55
1597,67,117,170,53
1598,69,143,175,65
1599,71,140,179,64
1600,68,127,173,58
1601,69,116,174,53
1602,69,146,175,66
1603,67,136,171,62
1604,68,126,174,57
1605,67,131,171,59
1606,65,132,165,60
1607,66,125,166,57
1608,69,147,176,67
1609,66,109,169,50
1610,63,121,161,55
1611,68,112,172,51
1612,70,138,177,63
1613,70,137,178,62
1614,71,136,179,62
1615,71,149,181,67
1616,67,120,169,55
1617,71,134,180,61
1618,68,140,172,64
1619,64,129,162,59
1620,67,121,170,55
1621,69,126,174,57
1622,70,118,179,53
1623,65,134,166,61
1624,69,122,175,55
1625,68,135,173,61
1626,66,112,167,51
1627,67,117,171,53
1628,68,132,172,60
1629,68,130,171,59
1630,68,125,173,57
1631,70,128,179,58
1632,67,119,171,54
1633,66,119,168,54
1634,65,117,166,53
1635,72,127,183,58
1636,67,129,171,58
1637,69,148,174,67
1638,70,132,177,60
1639,66,130,167,59
1640,67,143,171,65
1641,68,123,172,56
1642,66,115,166,52
1643,71,134,179,61
1644,65,129,165,59
1645,70,133,177,60
1646,71,130,180,59
1647,68,139,173,63
1648,68,132,172,60
1649,72,135,183,61
1650,69,131,175,59
1651,69,145,174,66
1652,66,122,168,55
1653,67,111,171,50
1654,71,150,179,68
1655,66,124,168,56
1656,69,128,174,58
1657,69,125,174,57
1658,68,130,173,59
1659,66,126,168,57
1660,66,132,169,60
1661,68,140,174,64
1662,67,114,170,52
1663,68,116,172,53
1664,71,118,180,53
1665,68,131,172,60
1666,69,114,176,52
1667,68,145,173,66
1668,66,142,168,64
1669,69,140,176,64
1670,66,108,167,49
1671,66,117,168,53
1672,67,127,170,58
1673,70,135,177,61
1674,68,132,173,60
1675,69,109,176,50
1676,70,128,177,58
1677,71,122,182,55
1678,69,138,176,62
1679,65,128,166,58
1680,64,112,163,51
1681,67,121,169,55
1682,66,139,167,63
1683,66,117,168,53
1684,69,137,174,62
1685,68,122,172,55
1686,71,117,181,53
1687,66,126,168,57
1688,71,115,180,52
1689,64,127,164,57
1690,70,131,177,60
1691,66,119,169,54
1692,68,138,172,63
1693,71,130,181,59
1694,67,128,171,58
1695,70,137,178,62
1696,69,130,176,59
1697,66,133,169,61
1698,69,125,176,57
1699,66,114,169,52
1700,63,117,161,53
1701,69,139,176,63
1702,69,125,176,57
1703,67,131,171,59
1704,70,134,177,61
1705,70,143,177,65
1706,66,142,168,65
1707,69,140,175,63
1708,67,132,171,60
1709,68,139,172,63
1710,69,123,175,56
1711,65,133,166,60
1712,66,107,168,48
1713,68,135,173,61
1714,67,131,170,59
1715,68,122,172,56
1716,67,136,169,62
1717,70,120,177,54
1718,68,118,174,53
1719,66,116,167,52
1720,68,105,174,47
1721,66,124,168,56
1722,66,139,169,63
1723,69,132,174,60
1724,69,117,175,53
1725,68,142,173,64
1726,66,130,168,59
1727,64,95,163,43
1728,67,121,170,55
1729,66,121,167,55
1730,68,133,173,60
1731,68,128,172,58
1732,66,123,169,56
1733,71,137,180,62
1734,68,114,173,52
1735,67,118,170,54
1736,71,122,180,55
1737,69,146,175,66
1738,69,129,175,59
1739,67,110,170,50
1740,65,127,165,58
1741,72,141,182,64
1742,67,138,171,63
1743,69,133,175,60
1744,66,127,169,58
1745,68,146,172,66
1746,69,142,175,64
1747,66,127,168,57
1748,68,122,174,55
1749,67,117,170,53
1750,71,139,181,63
1751,66,116,168,53
1752,67,116,169,53
1753,67,117,171,53
1754,68,139,173,63
1755,70,109,177,49
1756,68,134,171,61
1757,68,128,173,58
1758,70,129,177,58
1759,68,115,173,52
1760,68,125,172,57
1761,70,136,177,62
1762,72,122,184,55
1763,68,127,173,58
1764,68,120,172,54
1765,69,142,175,65
1766,66,130,168,59
1767,66,131,167,59
1768,69,129,176,58
1769,65,112,164,51
1770,68,132,174,60
1771,68,134,173,61
1772,66,128,166,58
1773,67,115,170,52
1774,69,138,176,63
1775,71,140,181,64
1776,70,126,178,57
1777,70,134,177,61
1778,72,137,182,62
1779,71,124,181,56
1780,68,130,172,59
1781,70,150,179,68
1782,68,116,174,52
1783,65,110,164,50
1784,65,109,164,49
1785,67,112,170,51
1786,68,130,174,59
1787,67,137,171,62
1788,68,111,172,50
1789,67,119,169,54
1790,67,120,171,54
1791,68,124,173,56
1792,65,118,166,53
1793,69,142,176,64
1794,67,122,171,55
1795,69,116,175,52
1796,68,137,173,62
1797,70,121,179,55
1798,68,121,173,55
1799,67,134,169,61
1800,66,128,168,58
1801,71,139,180,63
1802,68,140,173,64
1803,68,124,173,56
1804,68,137,172,62
1805,71,137,180,62
1806,69,130,174,59
1807,66,114,167,52
1808,67,128,170,58
1809,69,118,176,54
1810,68,127,173,58
1811,69,124,175,56
1812,65,121,165,55
1813,69,119,174,54
1814,68,115,172,52
1815,67,131,170,60
1816,66,110,169,50
1817,68,129,174,59
1818,70,141,177,64
1819,66,121,169,55
1820,70,134,177,61
1821,66,116,168,53
1822,66,118,167,53
1823,69,126,175,57
1824,71,137,181,62
1825,70,152,177,69
1826,68,129,174,58
1827,65,114,165,52
1828,64,106,164,48
1829,69,134,176,61
1830,67,132,169,60
1831,69,134,176,61
1832,68,147,172,67
1833,71,131,180,60
1834,69,133,175,60
1835,66,140,169,64
1836,70,145,177,66
1837,70,129,177,59
1838,67,138,170,63
1839,68,126,174,57
1840,66,129,167,59
1841,70,129,179,59
1842,66,105,168,48
1843,66,125,169,57
1844,65,128,166,58
1845,68,123,172,56
1846,68,111,173,50
1847,67,114,171,52
1848,70,137,177,62
1849,66,126,168,57
1850,69,141,175,64
1851,70,131,177,60
1852,71,140,180,64
1853,68,139,171,63
1854,68,117,171,53
1855,67,110,171,50
1856,68,129,172,59
1857,70,135,178,61
1858,66,108,168,49
1859,72,146,184,66
1860,67,128,170,58
1861,67,134,171,61
1862,69,125,176,57
1863,72,123,182,56
1864,70,125,177,57
1865,68,117,173,53
1866,71,125,180,57
1867,70,133,177,60
1868,68,124,172,56
1869,70,138,178,62
1870,67,112,171,51
1871,66,118,167,53
1872,67,107,171,49
1873,68,128,174,58
1874,66,120,168,54
1875,71,130,181,59
1876,68,126,171,57
1877,68,121,173,55
1878,71,147,180,67
1879,68,124,173,56
1880,70,125,177,57
1881,69,129,176,59
1882,68,133,172,60
1883,71,135,181,61
1884,65,115,165,52
1885,67,114,169,52
1886,66,126,168,57
1887,68,122,174,55
1888,68,137,173,62
1889,72,130,182,59
1890,71,149,180,68
1891,69,132,175,60
1892,68,125,172,56
1893,67,124,171,56
1894,75,147,191,67
1895,70,136,178,62
1896,70,121,178,55
1897,68,131,172,60
1898,65,135,166,61
1899,71,141,181,64
1900,63,106,161,48
1901,70,140,177,64
1902,67,140,171,64
1903,66,125,168,57
1904,66,135,167,61
1905,68,136,173,62
1906,69,134,176,61
1907,69,114,176,52
1908,67,144,170,66
1909,69,128,174,58
1910,68,115,173,52
1911,67,119,169,54
1912,67,119,171,54
1913,66,114,169,52
1914,68,117,173,53
1915,70,139,178,63
1916,69,142,176,64
1917,70,117,178,53
1918,66,137,168,62
1919,69,131,175,59
1920,67,124,170,56
1921,70,141,177,64
1922,68,125,173,57
1923,69,151,176,69
1924,71,118,181,54
1925,67,114,170,52
1926,68,119,172,54
1927,71,129,180,59
1928,69,127,176,57
1929,68,133,173,60
1930,67,133,171,60
1931,67,131,171,59
1932,68,110,172,50
1933,69,132,174,60
1934,70,143,178,65
1935,70,137,177,62
1936,69,142,175,64
1937,69,124,174,56
1938,66,122,168,55
1939,68,113,173,51
1940,66,121,168,55
1941,70,124,179,56
1942,66,125,168,57
1943,67,121,171,55
1944,70,140,178,64
1945,66,137,169,62
1946,66,124,167,56
1947,73,150,185,68
1948,66,108,166,49
1949,69,129,175,58
1950,69,133,176,60
1951,67,126,171,57
1952,68,131,173,59
1953,70,152,177,69
1954,65,115,164,52
1955,69,140,176,63
1956,68,128,173,58
1957,70,139,178,63
1958,70,131,179,59
1959,67,135,170,61
1960,69,105,174,47
1961,68,113,172,51
1962,69,116,176,53
1963,64,110,164,50
1964,72,127,182,58
1965,70,147,178,67
1966,68,127,173,58
1967,65,122,166,55
1968,68,128,173,58
1969,66,125,168,57
1970,66,123,167,56
1971,66,107,167,49
1972,71,112,180,51
1973,69,131,176,59
1974,70,133,178,60
1975,73,126,185,57
1976,68,113,174,51
1977,66,123,169,56
1978,72,123,183,56
1979,70,139,177,63
1980,65,123,165,56
1981,67,127,171,58
1982,68,132,172,60
1983,70,145,178,66
1984,66,133,168,60
1985,65,110,166,50
1986,68,133,174,60
1987,64,124,163,56
1988,70,120,179,54
1989,70,123,178,56
1990,68,123,173,56
1991,68,126,173,57
1992,67,117,170,53
1993,69,143,175,65
1994,70,115,179,52
1995,66,111,167,50
1996,69,142,176,64
1997,72,127,182,57
1998,67,148,171,67
1999,69,133,176,60
2000,69,127,175,58
2001,69,125,175,57
2002,69,130,174,59
2003,69,123,174,56
2004,68,130,172,59
2005,70,139,177,63
2006,69,131,175,59
2007,66,113,168,51
2008,67,140,171,63
2009,73,149,185,67
2010,64,91,163,41
2011,68,124,173,56
2012,69,132,174,60
2013,71,131,180,60
2014,65,117,166,53
2015,66,109,167,49
2016,65,129,166,59
2017,66,115,168,52
2018,66,136,167,62
2019,70,145,177,66
2020,66,108,168,49
2021,68,122,173,55
2022,66,123,168,56
2023,71,134,181,61
2024,72,159,183,72
2025,69,149,175,67
2026,67,120,171,55
2027,70,110,178,50
2028,69,138,175,62
2029,68,132,172,60
2030,67,136,171,62
2031,70,137,179,62
2032,69,135,174,61
2033,67,119,170,54
2034,70,144,177,65
2035,68,129,173,58
2036,68,126,174,57
2037,69,121,176,55
2038,68,125,172,57
2039,70,141,177,64
2040,67,141,169,64
2041,66,117,169,53
2042,68,131,173,59
2043,68,135,174,61
2044,68,133,174,60
2045,71,138,180,62
2046,70,130,177,59
2047,65,110,165,50
2048,72,143,182,65
2049,66,102,167,46
2050,67,112,169,51
2051,71,131,179,59
2052,66,131,168,59
2053,65,112,164,51
2054,64,111,162,50
2055,65,127,166,58
2056,66,108,167,49
2057,67,115,169,52
2058,67,112,171,51
2059,66,128,168,58
2060,66,119,168,54
2061,68,125,172,57
2062,69,126,175,57
2063,67,111,169,51
2064,65,128,165,58
2065,69,125,176,57
2066,67,123,171,56
2067,70,118,177,53
2068,67,121,169,55
2069,66,121,168,55
2070,70,147,178,67
2071,67,126,169,57
2072,68,128,172,58
2073,68,130,172,59
2074,68,122,172,55
2075,71,158,181,72
2076,69,128,175,58
2077,71,127,179,58
2078,71,141,180,64
2079,69,140,174,64
2080,67,133,169,60
2081,66,116,168,53
2082,68,121,173,55
2083,73,148,185,67
2084,70,139,178,63
2085,67,121,169,55
2086,69,126,176,57
2087,71,135,179,61
2088,65,108,165,49
2089,70,123,179,56
2090,69,132,176,60
2091,65,110,166,50
2092,67,100,170,45
2093,65,107,164,48
2094,66,121,168,55
2095,71,131,181,59
2096,67,133,170,60
2097,71,133,180,60
2098,67,118,169,53
2099,65,94,164,43
2100,66,125,169,57
2101,67,125,169,57
2102,66,117,169,53
2103,67,131,170,59
2104,69,128,174,58
2105,63,118,161,54
2106,68,129,172,59
2107,65,117,166,53
2108,67,147,170,67
2109,68,120,172,55
2110,67,136,170,62
2111,68,130,173,59
2112,70,135,179,61
2113,69,126,176,57
2114,68,143,173,65
2115,68,121,172,55
2116,69,111,175,50
2117,67,130,169,59
2118,68,139,172,63
2119,68,125,172,57
2120,68,142,174,64
2121,71,150,180,68
2122,68,119,173,54
2123,66,119,169,54
2124,71,135,181,61
2125,69,133,174,60
2126,71,147,180,67
2127,69,118,175,53
2128,67,123,171,56
2129,69,126,175,57
2130,71,143,179,65
2131,66,127,169,58
2132,68,114,173,52
2133,69,131,175,59
2134,70,130,178,59
2135,70,158,178,71
2136,67,125,169,57
2137,65,105,165,48
2138,70,130,179,59
2139,68,152,174,69
2140,66,144,167,65
2141,71,136,179,62
2142,65,117,165,53
2143,64,115,163,52
2144,66,115,168,52
2145,67,122,171,55
2146,70,150,178,68
2147,67,122,171,55
2148,67,116,170,52
2149,67,133,171,60
2150,67,141,169,64
2151,68,131,173,59
2152,69,143,174,65
2153,69,138,174,63
2154,71,121,180,55
2155,67,105,169,47
2156,66,120,168,55
2157,66,117,168,53
2158,66,128,166,58
2159,71,129,180,58
2160,64,132,163,60
2161,67,136,170,62
2162,67,114,170,52
2163,64,118,162,53
2164,67,122,170,55
2165,67,117,171,53
2166,67,138,170,62
2167,70,133,178,60
2168,66,114,169,52
2169,69,137,176,62
2170,66,125,169,57
2171,68,121,172,55
2172,69,123,174,56
2173,67,108,170,49
2174,66,117,168,53
2175,69,126,176,57
2176,66,115,167,52
2177,70,144,177,65
2178,65,113,164,51
2179,66,132,167,60
2180,65,126,165,57
2181,66,116,168,53
2182,69,139,174,63
2183,67,122,171,55
2184,67,141,169,64
2185,66,128,167,58
2186,68,132,173,60
2187,63,130,159,59
2188,66,129,168,59
2189,66,119,167,54
2190,66,106,168,48
2191,65,125,165,57
2192,67,142,170,64
2193,68,123,173,56
2194,69,118,175,54
2195,67,123,169,56
2196,71,125,181,57
2197,67,118,171,54
2198,67,134,169,61
2199,67,133,171,60
2200,69,124,176,56
2201,68,137,174,62
2202,67,130,170,59
2203,69,122,174,55
2204,71,125,179,57
2205,65,111,166,50
2206,65,109,166,49
2207,66,130,167,59
2208,70,140,177,64
2209,66,138,169,63
2210,68,141,173,64
2211,71,137,180,62
2212,68,121,174,55
2213,70,142,177,64
2214,65,137,166,62
2215,72,157,183,71
2216,70,137,178,62
2217,65,122,166,55
2218,69,122,176,55
2219,66,131,168,60
2220,69,128,174,58
2221,70,135,178,61
2222,68,129,172,58
2223,69,135,176,61
2224,70,130,177,59
2225,66,128,167,58
2226,70,135,178,61
2227,68,139,174,63
2228,68,145,172,66
2229,68,114,173,52
2230,65,119,165,54
2231,65,130,166,59
2232,68,134,172,61
2233,69,140,175,63
2234,67,117,171,53
2235,66,117,167,53
2236,69,141,174,64
2237,66,138,169,63
2238,63,120,159,54
2239,65,113,166,51
2240,70,140,178,63
2241,65,131,166,59
2242,72,142,182,65
2243,69,134,176,61
2244,69,124,175,56
2245,66,119,169,54
2246,67,134,169,61
2247,65,116,165,52
2248,70,135,177,61
2249,69,116,176,53
2250,67,121,170,55
2251,70,134,179,61
2252,69,143,176,65
2253,67,120,171,54
2254,67,125,171,57
2255,69,128,176,58
2256,64,112,163,51
2257,69,137,176,62
2258,69,120,175,54
2259,65,93,165,42
2260,66,137,169,62
2261,67,125,171,57
2262,66,126,167,57
2263,70,128,178,58
2264,66,131,168,59
2265,66,138,169,63
2266,65,117,165,53
2267,67,118,170,54
2268,64,128,163,58
2269,64,113,163,51
2270,67,113,170,51
2271,66,127,167,58
2272,69,131,175,60
2273,71,143,181,65
2274,64,123,162,56
2275,68,137,174,62
2276,69,140,176,64
2277,69,139,175,63
2278,70,135,179,61
2279,71,135,180,61
2280,72,145,183,66
2281,70,140,177,63
2282,71,137,180,62
2283,68,124,173,56
2284,68,128,172,58
2285,69,149,174,68
2286,67,129,170,58
2287,68,126,174,57
2288,65,140,164,64
2289,66,116,168,52
2290,70,131,178,59
2291,67,119,171,54
2292,70,128,178,58
2293,71,153,179,69
2294,71,128,179,58
2295,69,135,175,61
2296,69,122,175,55
2297,67,128,171,58
2298,66,107,167,49
2299,68,136,172,62
2300,67,149,170,68
2301,68,130,172,59
2302,65,106,164,48
2303,69,114,176,52
2304,69,143,176,65
